Identifikasjonsnr,Objekttype,Beskrivende datering,Ervervelse
NG.K&H.1997.1059-015,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1059-016,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1059-017,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1059-018,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1059-019,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1059-020,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1059-021,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1059-022,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1060,Billedkunst,Antagelig 1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1061,Billedkunst,Antagelig 1960,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1062,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1062VERSO,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1063,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1063VERSO,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1064,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1065,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1065VERSO,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1066,Billedkunst,Antagelig 1970,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1066VERSO,Billedkunst,Antagelig 1970,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1067,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1067VERSO,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1068,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1069,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1070,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1070VERSO,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1071,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1072,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1073,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1073VERSO,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1074,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1074VERSO,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1075,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1075VERSO,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1076,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1076VERSO,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1077,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1077VERSO,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1078,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1079,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1079VERSO,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1080,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1080VERSO,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1081-001,Billedkunst,-1961,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1081-002,Billedkunst,-1961,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1081-003,Billedkunst,-1961,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1081-004,Billedkunst,-1961,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1081-005,Billedkunst,-1961,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1081-005VERSO,Billedkunst,-1961,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1081-006,Billedkunst,-1961,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1081-007,Billedkunst,-1961,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1081-008,Billedkunst,-1961,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1081-009,Billedkunst,-1961,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1081-010,Billedkunst,-1961,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1081-011,Billedkunst,-1961,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1081-011VERSO,Billedkunst,-1961,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1081-012,Billedkunst,-1961,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1081-013,Billedkunst,-1961,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1081-014,Billedkunst,-1961,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1081-015,Billedkunst,-1961,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1081-016,Billedkunst,-1961,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1081-018,Billedkunst,-1961,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1081-019,Billedkunst,-1961,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1081-020,Billedkunst,-1961,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1081-021,Billedkunst,-1961,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1081-021VERSO,Billedkunst,-1961,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1081-022,Billedkunst,-1961,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1082-001,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1082-002,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1082-003,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1082-004,Billedkunst,Antagelig 1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1082-005,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1082-006,Billedkunst,Antagelig 1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1082-007,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1082-008,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1082-009,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1082-010,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1082-011,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1082-012,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1082-013,Billedkunst,Antagelig 1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1082-014,Billedkunst,Antagelig 1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1082-015,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1082-016,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1082-017,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1082-018,Billedkunst,Antagelig 1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1082-019,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1083,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1084-001,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1084-002,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1084-003,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1084-004,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1084-004VERSO,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1084-005VERSO,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1084-006VERSO,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1084-007,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1084-007VERSO,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1084-008VERSO,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1084-009VERSO,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1084-010VERSO,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1084-011VERSO,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1084-012VERSO,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1084-013VERSO,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1084-014VERSO,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1084-015VERSO,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1084-016VERSO,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1084-017VERSO,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1084-018VERSO,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1084-020VERSO,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-001,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-002,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-003,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-004,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-005,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-006,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-007,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-008,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-009,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-010,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-011,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-012,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-013,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-013VERSO,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-014,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-014VERSO,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-015,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-015VERSO,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-016,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-016VERSO,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-017,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-017VERSO,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-018,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-018VERSO,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-019,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-019VERSO,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-020,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1085-020VERSO,Billedkunst,-1947,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1086-002,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1086-003,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1086-004,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1086-006,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1086-007,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1086-008,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1086-008VERSO,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1086-009,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1086-009VERSO,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1086-010VERSO,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1086-011VERSO,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1086-012VERSO,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1086-013VERSO,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1087-001,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1087-001VERSO,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1087-002,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1087-003,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1087-004,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1087-005,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1087-006,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1087-007,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1087-008,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1087-009,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1087-010,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1087-011,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1087-012,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1087-013,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1087-014,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1087-015,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1087-016,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1088,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1089-001,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1089-001VERSO,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1089-002,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1089-003,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1089-004,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1089-005,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1089-007,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1089-008,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1089-009,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1089-010,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1089-011,Billedkunst,-1950,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-001,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-002,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-003,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-004,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-005,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-006,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-007,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-008,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-010,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-011,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-012,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-013,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-014,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-015,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-015VERSO,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-016,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-017,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-018,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-018VERSO,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-019,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-019VERSO,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-020,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-020VERSO,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-021,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-022,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-022VERSO,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-023,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-024,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-025,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-026,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-027,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-028,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-029,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-030,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-031,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-032,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-033,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-034,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-035,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-036,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-037,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-087VERSO,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-088VERSO,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-089VERSO,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1090-090VERSO,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1091,Billedkunst,Uten år,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1092-001,Billedkunst,Antagelig ca. 1958,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1092-002,Billedkunst,Antagelig ca. 1958,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1092-003,Billedkunst,Antagelig ca. 1958,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1092-004,Billedkunst,Antagelig ca. 1958,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1092-005,Billedkunst,Antagelig ca. 1958,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1092-006,Billedkunst,Antagelig ca. 1958,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1092-007,Billedkunst,Antagelig ca. 1958,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1092-008,Billedkunst,Antagelig ca. 1958,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1092-008VERSO,Billedkunst,Antagelig ca. 1958,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1092-009,Billedkunst,Antagelig ca. 1958,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1092-010,Billedkunst,Antagelig ca. 1958,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1092-010VERSO,Billedkunst,Antagelig ca. 1958,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1092-011,Billedkunst,Antagelig ca. 1958,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1092-012VERSO,Billedkunst,-1958,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
NG.K&H.1997.1092-013,Billedkunst,-1958,Gave fra Ragnhild Maria og Eivind Otto Hjelle 1997
