INTVENTARNUMMER,Fornavn kunstner,Etternavn kunstner,FØDT,DØD,FØDESTED,DØDSSTED,Koordinat fødested,Koordinat dødssted,Nasjonalitet kunstner,Kjønn kunstner,Yrke kunstner,Navn produsent,Nasjonalitet produsent,Produsent etablert,Bransje produsent,BETEGNELSE,Presisert betegnelse,EMNEORD,FARGE,Produksjonssted,Koordinat produksjonssted,Produsert fra dato,Produsert til dato,Aksesjon fra dato,Aksesjon til dato
NG.K&H.A.03681,Hans,Michelsen,1789,1859,,,,,Norge,Mann,Billedkunstner,,,,,Tegning,Kartong,Bildende kunst,,,,,,,
NG.K&H.A.03682,Hans,Michelsen,1789,1859,,,,,Norge,Mann,Billedkunstner,,,,,Tegning,Kartong,Bildende kunst,,,,,,,
NG.K&H.A.03683,Hans,Michelsen,1789,1859,,,,,Norge,Mann,Billedkunstner,,,,,Tegning,Kartong,Bildende kunst,,,,,,,
NG.K&H.A.03684,Hans,Michelsen,1789,1859,,,,,Norge,Mann,Billedkunstner,,,,,Tegning,Kartong,Bildende kunst,,,,,,,
NG.K&H.A.03685,Hans,Michelsen,1789,1859,,,,,Norge,Mann,Billedkunstner,,,,,Tegning,Kartong,Bildende kunst,,,,,,,
NG.K&H.A.03686,Hans,Michelsen,1789,1859,,,,,Norge,Mann,Billedkunstner,,,,,Tegning,Kartong,Bildende kunst,,,,,,,
NG.K&H.A.03687,Hans,Michelsen,1789,1859,,,,,Norge,Mann,Billedkunstner,,,,,Tegning,Kartong,Bildende kunst,,,,,,,
NG.K&H.A.03688,Hans,Michelsen,1789,1859,,,,,Norge,Mann,Billedkunstner,,,,,Tegning,Kartong,Bildende kunst,,,,,,,
NG.K&H.A.03689,Hans,Michelsen,1789,1859,,,,,Norge,Mann,Billedkunstner,,,,,Tegning,Kartong,Bildende kunst,,,,,,,
NG.K&H.A.03690,Hans,Michelsen,1789,1859,,,,,Norge,Mann,Billedkunstner,,,,,Tegning,Kartong,Bildende kunst,,,,,,,
NG.K&H.A.03691,Hans,Michelsen,1789,1859,,,,,Norge,Mann,Billedkunstner,,,,,Tegning,Kartong,Bildende kunst,,,,,,,
NG.K&H.A.03692,Hans,Michelsen,1789,1859,,,,,Norge,Mann,Billedkunstner,,,,,Tegning,Kartong,Bildende kunst,,,,,,,
NG.K&H.A.03693,Hans,Michelsen,1789,1859,,,,,Norge,Mann,Billedkunstner,,,,,Tegning,Kartong,Bildende kunst,,,,,,,
NG.K&H.A.03694,Hans,Michelsen,1789,1859,,,,,Norge,Mann,Billedkunstner,,,,,Tegning,Kartong,Bildende kunst,,,,,,,
NG.K&H.A.03695,Hans,Michelsen,1789,1859,,,,,Norge,Mann,Billedkunstner,,,,,Tegning,Kartong,Bildende kunst,,,,,,,
NG.K&H.A.03696,Hans,Michelsen,1789,1859,,,,,Norge,Mann,Billedkunstner,,,,,Tegning,Kartong,Bildende kunst,,,,,,,
NG.K&H.A.03697,Hans,Michelsen,1789,1859,,,,,Norge,Mann,Billedkunstner,,,,,Tegning,Kartong,Bildende kunst,,,,,,,
NG.K&H.A.03699,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,2012,2012,1877,1877
NG.K&H.A.03699VERSO,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1823,1823,1877,1877
NG.K&H.A.03700,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1824,1840,1877,1877
NG.K&H.A.03701,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1824,1824,1877,1877
NG.K&H.A.03702,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1824,1840,1877,1877
NG.K&H.A.03703,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1828,1828,1877,1877
NG.K&H.A.03704,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1828,1828,1877,1877
NG.K&H.A.03705,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1823,1823,1877,1877
NG.K&H.A.03706,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1830,1830,1877,1877
NG.K&H.A.03707,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1824,1840,1877,1877
NG.K&H.A.03707VERSO,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1824,1840,1877,1877
NG.K&H.A.03708,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1839,1839,1877,1877
NG.K&H.A.03709,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1837,1837,1877,1877
NG.K&H.A.03709VERSO,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1837,1837,1877,1877
NG.K&H.A.03710,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1832,1835,1877,1877
NG.K&H.A.03711,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1833,1833,1877,1877
NG.K&H.A.03712,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1833,1833,1877,1877
NG.K&H.A.03712VERSO,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1833,1833,1877,1877
NG.K&H.A.03713,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1824,1824,1877,1877
NG.K&H.A.03714,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1824,1840,1877,1877
NG.K&H.A.03715,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1826,1826,1877,1877
NG.K&H.A.03716,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1824,1824,1877,1877
NG.K&H.A.03717,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1831,1831,1877,1877
NG.K&H.A.03718,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1821,1823,1877,1877
NG.K&H.A.03719,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1821,1840,1877,1877
NG.K&H.A.03720,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1824,1840,1877,1877
NG.K&H.A.03721,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1821,1840,1877,1877
NG.K&H.A.03722,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1830,1839,1877,1877
NG.K&H.A.03723,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1821,1840,1877,1877
NG.K&H.A.03723VERSO,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1821,1840,1877,1877
NG.K&H.A.03724,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1821,1840,1877,1877
NG.K&H.A.03725,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1824,1840,1877,1877
NG.K&H.A.03726,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1825,1835,1877,1877
NG.K&H.A.03727,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1824,1824,1877,1877
NG.K&H.A.03728,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1828,1828,1877,1877
NG.K&H.A.03729,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1836,1836,1877,1877
NG.K&H.A.03730,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1835,1835,1877,1877
NG.K&H.A.03731,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1824,1824,1877,1877
NG.K&H.A.03732,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1824,1840,1877,1877
NG.K&H.A.03732VERSO,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1824,1840,1877,1877
NG.K&H.A.03733,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1828,1828,1877,1877
NG.K&H.A.03734,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1828,1828,1877,1877
NG.K&H.A.03735,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1825,1825,1877,1877
NG.K&H.A.03736,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1831,1831,1877,1877
NG.K&H.A.03736VERSO,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1831,1831,1877,1877
NG.K&H.A.03737,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1823,1833,1877,1877
NG.K&H.A.03738,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1824,1840,1877,1877
NG.K&H.A.03739,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1824,1824,1877,1877
NG.K&H.A.03739VERSO,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1824,1824,1877,1877
NG.K&H.A.03740,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1825,1825,1877,1877
NG.K&H.A.03741,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1824,1840,1877,1877
NG.K&H.A.03742,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1825,1825,1877,1877
NG.K&H.A.03743,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1829,1829,1877,1877
NG.K&H.A.03744,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1830,1830,1877,1877
NG.K&H.A.03745,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1824,1824,1877,1877
NG.K&H.A.03746,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1830,1830,1877,1877
NG.K&H.A.03747,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1832,1835,1877,1877
NG.K&H.A.03748,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1833,1834,1877,1877
NG.K&H.A.03750,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1823,1823,1877,1877
NG.K&H.A.03750VERSO,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1823,1823,1877,1877
NG.K&H.A.03751,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1823,1823,1877,1877
NG.K&H.A.03751VERSO,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1823,1823,1877,1877
NG.K&H.A.03752,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1821,1840,1877,1877
NG.K&H.A.03752VERSO,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1821,1840,1877,1877
NG.K&H.A.03753,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1824,1840,1877,1877
NG.K&H.A.03754,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1823,1823,1877,1877
NG.K&H.A.03755,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1821,1840,1877,1877
NG.K&H.A.03756,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1821,1840,1877,1877
NG.K&H.A.03757,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1822,1822,1877,1877
NG.K&H.A.03758,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1830,1830,1877,1877
NG.K&H.A.03762,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1820,1842,1877,1877
NG.K&H.A.03762VERSO,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1820,1842,1877,1877
NG.K&H.A.03763,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1821,1840,1877,1877
NG.K&H.A.03764,Leonard Henrik,Roos af Hjälmsäter,1787,1827,,,,,Sverige,Mann,Maler,,,,,Tegning,,Bildende kunst,,,,1824,1824,1877,1877
NG.K&H.A.03764,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1824,1824,1877,1877
NG.K&H.A.03764VERSO,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1823,1823,1877,1877
NG.K&H.A.03765,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1825,1825,1877,1877
NG.K&H.A.03766,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1839,1839,1877,1877
NG.K&H.A.03767,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1823,1823,1877,1877
NG.K&H.A.03767VERSO,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1823,1823,1877,1877
NG.K&H.A.03768,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1840,1840,1877,1877
NG.K&H.A.03769,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1830,1830,1877,1877
NG.K&H.A.03769VERSO,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1830,1830,1877,1877
NG.K&H.A.03770,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1824,1840,1877,1877
NG.K&H.A.03771,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1830,1830,1877,1877
NG.K&H.A.03772,Thomas,Fearnley,1802,1842,Halden (Norge),München (Tyskland),"59.13299639999999, 11.387456899999961","48.1366069, 11.577085099999976",Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1828,1828,1877,1877
