id,artistId,produced,acquired,kind
NG.K&H.A.09589,1615,,,Grafikk
NG.K&H.A.09590,1615,,,Grafikk
NG.K&H.A.09591,1615,,,Grafikk
NG.K&H.A.09592,1615,,,Grafikk
NG.K&H.A.09593,1615,,,Grafikk
NG.K&H.A.09594,1615,,,Grafikk
NG.K&H.A.09595,1615,,,Grafikk
NG.K&H.A.09596,1615,,,Grafikk
NG.K&H.A.09597,1615,,,Grafikk
NG.K&H.A.09604,1536,1784,,Grafikk
NG.K&H.A.09605,1136,,,Grafikk
NG.K&H.A.09606,1136,,,Grafikk
NG.K&H.A.09607,1136,,,Grafikk
NG.K&H.A.09608,1136,,,Grafikk
NG.K&H.A.09609,1136,,,Grafikk
NG.K&H.A.09610,1136,,,Grafikk
NG.K&H.A.09611,1136,,,Grafikk
NG.K&H.A.09612,1136,,,Grafikk
NG.K&H.A.09613,1136,,,Grafikk
NG.K&H.A.09614,1136,,,Grafikk
NG.K&H.A.09615,1136,,,Grafikk
NG.K&H.A.09617,1324,1792,,Grafikk
NG.K&H.A.09619,1268,1768,,Grafikk
NG.K&H.A.09620-001,1546,,,Grafikk
NG.K&H.A.09620-002,1546,,,Grafikk
NG.K&H.A.09620-003,1546,,,Grafikk
NG.K&H.A.09620-004,1546,,,Grafikk
NG.K&H.A.09620-005,1546,,,Grafikk
NG.K&H.A.09620-006,1546,,,Grafikk
NG.K&H.A.09620-007,1546,,,Grafikk
NG.K&H.A.09620-008,1546,,,Grafikk
NG.K&H.A.09620-009,1546,,,Grafikk
NG.K&H.A.09620-010,1546,,,Grafikk
NG.K&H.A.09620-011,1546,,,Grafikk
NG.K&H.A.09620-012,1546,,,Grafikk
NG.K&H.A.09620-013,1546,,,Grafikk
NG.K&H.A.09620-014,1546,,,Grafikk
NG.K&H.A.09620-015,1546,,,Grafikk
NG.K&H.A.09620-016,1546,,,Grafikk
NG.K&H.A.09620-017,1546,,,Grafikk
NG.K&H.A.09620-018,1546,,,Grafikk
NG.K&H.A.09620-019,1546,,,Grafikk
NG.K&H.A.09620-020,1546,,,Grafikk
NG.K&H.A.09620-021,1546,,,Grafikk
NG.K&H.A.09620-022,1546,,,Grafikk
NG.K&H.A.09620-023,1546,,,Grafikk
NG.K&H.A.09620-024,1546,,,Grafikk
NG.K&H.A.09620-025,1546,,,Grafikk
NG.K&H.A.09620-026,1546,,,Grafikk
NG.K&H.A.09620-027,1546,,,Grafikk
NG.K&H.A.09620-028,1546,,,Grafikk
NG.K&H.A.09620-029,1546,,,Grafikk
NG.K&H.A.09620-030,1546,,,Grafikk
NG.K&H.A.09620-031,1546,,,Grafikk
NG.K&H.A.09620-032,1546,,,Grafikk
NG.K&H.A.09620-033,1546,,,Grafikk
NG.K&H.A.09620-034,1546,,,Grafikk
NG.K&H.A.09620-035,1546,,,Grafikk
NG.K&H.A.09620-036,1546,,,Grafikk
NG.K&H.A.09620-037,1546,,,Grafikk
NG.K&H.A.09620-038,1546,,,Grafikk
NG.K&H.A.09620-039,1546,,,Grafikk
NG.K&H.A.09620-040,1546,,,Grafikk
NG.K&H.A.09620-041,1546,,,Grafikk
NG.K&H.A.09621,1546,1881,,Grafikk
NG.K&H.A.09622,1546,1881,,Grafikk
NG.K&H.A.09623,1546,1881,,Grafikk
NG.K&H.A.09624,1546,1881,,Grafikk
NG.K&H.A.09625,1546,1881,,Grafikk
NG.K&H.A.09626,1546,1881,,Grafikk
NG.K&H.A.09627,1546,1881,,Grafikk
NG.K&H.A.09628,1546,1881,,Grafikk
NG.K&H.A.09629,1546,1881,,Grafikk
NG.K&H.A.09630,1546,1881,,Grafikk
NG.K&H.A.09631,1546,1881,,Grafikk
NG.K&H.A.09632,1546,,,Grafikk
NG.K&H.A.09633,1546,,,Grafikk
NG.K&H.A.09634,1546,,,Grafikk
NG.K&H.A.09635,1546,,,Grafikk
NG.K&H.A.09636,1546,,,Grafikk
NG.K&H.A.09637,1546,,,Grafikk
NG.K&H.A.09638,1546,,,Grafikk
NG.K&H.A.09639,1546,,,Grafikk
NG.K&H.A.09640,1546,,,Grafikk
NG.K&H.A.09641,1546,,,Grafikk
NG.K&H.A.09642,1546,,,Grafikk
NG.K&H.A.09643,1546,,,Grafikk
NG.K&H.A.09644,1616,,,Grafikk
NG.K&H.A.09645,1413,,,Grafikk
NG.K&H.A.09648,1449,,,Grafikk
NG.K&H.A.09649,1479,,,Grafikk
NG.K&H.A.09665,1449,,,Grafikk
NG.K&H.A.09666,1612,,,Grafikk
NG.K&H.A.09685,1617,,,Grafikk
NG.K&H.A.09689,1618,,,Grafikk
NG.K&H.A.09692,1199,,,Grafikk
NG.K&H.A.09693,1619,,,Grafikk
NG.K&H.A.09695,1619,,,Grafikk
NG.K&H.A.09696,1610,,,Grafikk
NG.K&H.A.09697,1335,,,Grafikk
NG.K&H.A.09698,1126,,,Grafikk
NG.K&H.A.09699,1363,,,Grafikk
NG.K&H.A.09700,1089,,,Grafikk
NG.K&H.A.09701,1089,,,Grafikk
NG.K&H.A.09703,1359,,,Grafikk
NG.K&H.A.09707,1620,1840,,Grafikk
NG.K&H.A.09708,1620,1840,,Grafikk
NG.K&H.A.09709,1620,1839,,Grafikk
NG.K&H.A.09715,1621,,,Grafikk
NG.K&H.A.09716,1070,1554,,Grafikk
NG.K&H.A.09717,1621,,,Grafikk
NG.K&H.A.09718,1622,1819,,Grafikk
NG.K&H.A.09719,1622,1818,,Grafikk
NG.K&H.A.09720,1623,,,Grafikk
NG.K&H.A.09722,1624,1805,,Grafikk
NG.K&H.A.09723,1368,,,Grafikk
NG.K&H.A.09724,1414,,,Grafikk
NG.K&H.A.09725,1414,,,Grafikk
NG.K&H.A.09726,1625,,,Grafikk
NG.K&H.A.09727,1452,1802,,Grafikk
NG.K&H.A.09728,1626,,,Grafikk
NG.K&H.A.09730,1627,,,Grafikk
NG.K&H.A.09731,1613,1843,,Grafikk
NG.K&H.A.09732,1628,,,Grafikk
NG.K&H.A.09733,1327,,,Grafikk
NG.K&H.A.09738,1629,1825,,Grafikk
NG.K&H.A.09739,1331,,,Grafikk
NG.K&H.A.09740,1630,,,Grafikk
NG.K&H.A.09741,1630,,,Grafikk
NG.K&H.A.09742,1630,,,Grafikk
NG.K&H.A.09743,1631,,,Grafikk
NG.K&H.A.09744,1632,1846,,Grafikk
NG.K&H.A.09745,1327,,,Grafikk
NG.K&H.A.09747,1327,,,Grafikk
NG.K&H.A.09748,1633,1831,,Grafikk
NG.K&H.A.09749,1267,,,Grafikk
NG.K&H.A.09750,1634,,,Grafikk
NG.K&H.A.09753,1006,,,Grafikk
NG.K&H.A.09754,1629,,,Grafikk
NG.K&H.A.09756,1047,,,Grafikk
NG.K&H.A.09757,1183,,,Grafikk
NG.K&H.A.09758,1340,,,Grafikk
NG.K&H.A.09759,1340,,,Grafikk
NG.K&H.A.09774,1635,,,Grafikk
NG.K&H.A.09775,1045,,,Grafikk
NG.K&H.A.09777,1024,,,Grafikk
NG.K&H.A.09778,1024,,,Grafikk
NG.K&H.A.09779,1024,,,Grafikk
NG.K&H.A.09780,1636,,,Grafikk
NG.K&H.A.09781,1636,,,Grafikk
NG.K&H.A.09782,1636,,,Grafikk
NG.K&H.A.09783,1636,,,Grafikk
NG.K&H.A.09786,1637,,,Grafikk
NG.K&H.A.09787,1637,,,Grafikk
NG.K&H.A.09788,1638,,,Grafikk
NG.K&H.A.09789,1638,,,Grafikk
NG.K&H.A.09793,1328,,,Grafikk
NG.K&H.A.09796,1639,,,Grafikk
NG.K&H.A.09797,1640,,,Grafikk
NG.K&H.A.09800,1641,,,Grafikk
NG.K&H.A.09801,1641,,,Grafikk
NG.K&H.A.09802,1642,1817,,Grafikk
NG.K&H.A.09805,1458,,,Grafikk
NG.K&H.A.09818,1279,,,Grafikk
NG.K&H.A.09819,1041,1509,,Grafikk
NG.K&H.A.09820,1041,1518,,Grafikk
NG.K&H.A.09822,1431,1817,,Grafikk
NG.K&H.A.09823,1325,,,Grafikk
NG.K&H.A.09824,1634,,,Grafikk
NG.K&H.A.09826,1643,1786,,Grafikk
NG.K&H.A.09827,50,,,Grafikk
NG.K&H.A.09830,1644,,,Grafikk
NG.K&H.A.09834,1636,,,Grafikk
NG.K&H.A.09835,1636,,,Grafikk
NG.K&H.A.09836,1636,,,Grafikk
NG.K&H.A.09841,1024,,,Grafikk
NG.K&H.A.09842,1645,,,Grafikk
NG.K&H.A.09843,1340,,,Grafikk
NG.K&H.A.09844,1646,1837,,Grafikk
NG.K&H.A.09845,1127,,,Grafikk
NG.K&H.A.09847,1645,,,Grafikk
NG.K&H.A.09848,1130,1607,,Grafikk
NG.K&H.A.09849,1268,,,Grafikk
NG.K&H.A.09850,1536,1788,,Grafikk
NG.K&H.A.09851,1536,,,Grafikk
NG.K&H.A.09852,1536,,,Grafikk
NG.K&H.A.09853,1536,,,Grafikk
NG.K&H.A.09854,1536,,,Grafikk
NG.K&H.A.09855,1647,,,Grafikk
NG.K&H.A.09857,1536,1754,,Grafikk
NG.K&H.A.09859,1114,1756,,Grafikk
NG.K&H.A.09861,1648,,,Grafikk
NG.K&H.A.09862,1648,,,Grafikk
NG.K&H.A.09863,1648,,,Grafikk
NG.K&H.A.09864,1648,,,Grafikk
NG.K&H.A.09865,1648,,,Grafikk
NG.K&H.A.09866,1648,,,Grafikk
NG.K&H.A.09867,1649,,,Grafikk
NG.K&H.A.09868,1649,,,Grafikk
NG.K&H.A.09870,1650,1608,,Grafikk
NG.K&H.A.09873,1625,,,Grafikk
NG.K&H.A.09874,1625,,,Grafikk
NG.K&H.A.09879,1135,,,Grafikk
NG.K&H.A.09890,1319,,,Grafikk
NG.K&H.A.09891,1070,,,Grafikk
NG.K&H.A.09892,1070,1555,,Grafikk
NG.K&H.A.09893,1070,1555,,Grafikk
NG.K&H.A.09894,1070,1528,,Grafikk
NG.K&H.A.09895,1070,1555,,Grafikk
NG.K&H.A.09896,1070,1550,,Grafikk
NG.K&H.A.09897,1070,1540,,Grafikk
NG.K&H.A.09898,1070,1533,,Grafikk
NG.K&H.A.09899,1070,1552,,Grafikk
NG.K&H.A.09900,1070,1552,,Grafikk
NG.K&H.A.09901,1070,1552,,Grafikk
NG.K&H.A.09902,1070,1528,,Grafikk
NG.K&H.A.09903,1070,1528,,Grafikk
NG.K&H.A.09904,1070,1555,,Grafikk
NG.K&H.A.09905,1070,1532,,Grafikk
NG.K&H.A.09908,1070,1540,,Grafikk
NG.K&H.A.09909,1070,1540,,Grafikk
NG.K&H.A.09910,1070,1529,,Grafikk
NG.K&H.A.09911,1070,1529,,Grafikk
NG.K&H.A.09913,1070,1537,,Grafikk
NG.K&H.A.09914,1070,1550,,Grafikk
NG.K&H.A.09915,1070,1550,,Grafikk
NG.K&H.A.09916,1621,,,Grafikk
NG.K&H.A.09917,1070,1550,,Grafikk
NG.K&H.A.09918,1651,1520,,Grafikk
NG.K&H.A.09928,1264,1538,,Grafikk
NG.K&H.A.09929,1264,,,Grafikk
NG.K&H.A.09930,1264,1520,,Grafikk
NG.K&H.A.09931,1264,1520,,Grafikk
NG.K&H.A.09932,1264,1520,,Grafikk
NG.K&H.A.09933,1358,1765,,Grafikk
NG.K&H.A.09934,1358,,,Grafikk
NG.K&H.A.09935,1358,,,Grafikk
NG.K&H.A.09937,1262,,,Grafikk
NG.K&H.A.09939,1262,1512,,Grafikk
NG.K&H.A.09939VERSO,1262,1517,,Grafikk
NG.K&H.A.09940,1262,1512,,Grafikk
NG.K&H.A.09940VERSO,1262,1512,,Grafikk
NG.K&H.A.09941,1262,1512,,Grafikk
NG.K&H.A.09941VERSO,1262,1512,,Grafikk
NG.K&H.A.09942,1262,1512,,Grafikk
NG.K&H.A.09942VERSO,1262,1512,,Grafikk
NG.K&H.A.09943,1262,1512,,Grafikk
NG.K&H.A.09943VERSO,1262,1512,,Grafikk
NG.K&H.A.09944,1262,1512,,Grafikk
NG.K&H.A.09944VERSO,1262,1512,,Grafikk
NG.K&H.A.09945,1262,1512,,Grafikk
NG.K&H.A.09945VERSO,1262,,,Grafikk
NG.K&H.A.09946,1262,1518,,Grafikk
NG.K&H.A.09947,1262,1570,,Grafikk
NG.K&H.A.09948,1652,,,Grafikk
NG.K&H.A.09949,1652,,,Grafikk
NG.K&H.A.09950,1652,,,Grafikk
NG.K&H.A.09951,1652,,,Grafikk
NG.K&H.A.09952,1652,,,Grafikk
NG.K&H.A.09953,1652,,,Grafikk
NG.K&H.A.09954,1652,,,Grafikk
NG.K&H.A.09955,1652,,,Grafikk
NG.K&H.A.09956,1652,,,Grafikk
NG.K&H.A.09957,1652,,,Grafikk
NG.K&H.A.09958,1652,,,Grafikk
NG.K&H.A.09959,1652,,,Grafikk
NG.K&H.A.10216,1413,,,Grafikk
NG.K&H.A.10217,1413,,,Grafikk
NG.K&H.A.10218,1413,,,Grafikk
NG.K&H.A.10219,1413,,,Grafikk
NG.K&H.A.10220,1413,,,Grafikk
NG.K&H.A.10221,1413,,,Grafikk
NG.K&H.A.10222,1413,,,Grafikk
NG.K&H.A.10223,1413,,,Grafikk
NG.K&H.A.10224,1413,,,Grafikk
NG.K&H.A.10225,1413,,,Grafikk
NG.K&H.A.10226,1413,,,Grafikk
NG.K&H.A.10227,1413,,,Grafikk
NG.K&H.A.10228,1413,,,Grafikk
NG.K&H.A.10229,1413,,,Grafikk
NG.K&H.A.10230,1413,,,Grafikk
NG.K&H.A.10231,1413,,,Grafikk
NG.K&H.A.10232,1413,,,Grafikk
NG.K&H.A.10233,1413,,,Grafikk
NG.K&H.A.10234,1413,,,Grafikk
NG.K&H.A.10235,1413,,,Grafikk
NG.K&H.A.10236,1413,,,Grafikk
NG.K&H.A.10237,1413,,,Grafikk
NG.K&H.A.10238,1413,,,Grafikk
NG.K&H.A.10239,1316,,,Grafikk
NG.K&H.A.10242,1648,,,Grafikk
NG.K&H.A.10243,1653,,,Grafikk
NG.K&H.A.10244,1653,,,Grafikk
NG.K&H.A.10245,1653,,,Grafikk
NG.K&H.A.10246,1653,,,Grafikk
NG.K&H.A.10247,1653,,,Grafikk
NG.K&H.A.10248,1653,,,Grafikk
NG.K&H.A.10249,1653,,,Grafikk
NG.K&H.A.10250,1653,,,Grafikk
NG.K&H.A.10251,1653,,,Grafikk
NG.K&H.A.10252,1653,,,Grafikk
NG.K&H.A.10253,1653,,,Grafikk
NG.K&H.A.10254,1653,,,Grafikk
NG.K&H.A.10255,1652,,,Grafikk
NG.K&H.A.10256,1652,,,Grafikk
NG.K&H.A.10257,1652,,,Grafikk
NG.K&H.A.10258,1652,,,Grafikk
NG.K&H.A.10259,1652,,,Grafikk
NG.K&H.A.10260,1652,,,Grafikk
NG.K&H.A.10261,1652,,,Grafikk
NG.K&H.A.10262,1652,,,Grafikk
NG.K&H.A.10263,1652,,,Grafikk
NG.K&H.A.10264,1652,,,Grafikk
NG.K&H.A.10265,1652,,,Grafikk
NG.K&H.A.10266,1652,,,Grafikk
NG.K&H.A.10267,1652,,,Grafikk
NG.K&H.A.10269,1328,1763,,Grafikk
NG.K&H.A.10270,1328,1743,,Grafikk
NG.K&H.A.10271,1328,1763,,Grafikk
NG.K&H.A.10272,1328,1763,,Grafikk
NG.K&H.A.10273,1328,,,Grafikk
NG.K&H.A.10274,1328,1741,,Grafikk
NG.K&H.A.10275,1328,1745,,Grafikk
NG.K&H.A.10276,1654,1794,,Grafikk
NG.K&H.A.10277,1654,,,Grafikk
NG.K&H.A.10278,1654,1806,,Grafikk
NG.K&H.A.10279,1429,,,Grafikk
NG.K&H.A.10280,1430,,,Grafikk
NG.K&H.A.10281,1430,,,Grafikk
NG.K&H.A.10282,1430,,,Grafikk
NG.K&H.A.10283,1430,,,Grafikk
NG.K&H.A.10284,1430,,,Grafikk
NG.K&H.A.10285,1430,,,Grafikk
NG.K&H.A.10286,1430,,,Grafikk
NG.K&H.A.10287,1430,,,Grafikk
NG.K&H.A.10288,1430,,,Grafikk
NG.K&H.A.10289,1430,,,Grafikk
NG.K&H.A.10290,1430,,,Grafikk
NG.K&H.A.10291,1430,,,Grafikk
NG.K&H.A.10297,1268,1782,,Grafikk
NG.K&H.A.10298,1144,,,Grafikk
NG.K&H.A.10299,1073,,,Grafikk
NG.K&H.A.10300,1073,1496,,Grafikk
NG.K&H.A.10302,1073,1510,,Grafikk
NG.K&H.A.10303,1073,1518,,Grafikk
NG.K&H.A.10304,1073,1510,,Grafikk
NG.K&H.A.10305,1073,,,Grafikk
NG.K&H.A.10306,1073,,,Grafikk
NG.K&H.A.10308,1073,1498,,Grafikk
NG.K&H.A.10309,1073,,,Grafikk
NG.K&H.A.10310,1073,,,Grafikk
NG.K&H.A.10311,1073,,,Grafikk
NG.K&H.A.10312,1073,,,Grafikk
NG.K&H.A.10313,1073,,,Grafikk
NG.K&H.A.10314,1073,,,Grafikk
NG.K&H.A.10315,1073,,,Grafikk
NG.K&H.A.10316,1073,,,Grafikk
NG.K&H.A.10317,1073,,,Grafikk
NG.K&H.A.10318,1073,,,Grafikk
NG.K&H.A.10319,1073,1516,,Grafikk
NG.K&H.A.10320,1073,1526,,Grafikk
NG.K&H.A.10321,1073,1498,,Grafikk
NG.K&H.A.10322,1073,1505,,Grafikk
NG.K&H.A.10323,1073,1501,,Grafikk
NG.K&H.A.10324,1073,1523,,Grafikk
NG.K&H.A.10325,1073,1496,1923,Grafikk
NG.K&H.A.10326,1073,1495,,Grafikk
NG.K&H.A.10327,1073,1496,,Grafikk
NG.K&H.A.10328,1073,1513,1923,Grafikk
NG.K&H.A.10330,1073,1520,1923,Grafikk
NG.K&H.A.10331,1073,1506,1923,Grafikk
NG.K&H.A.10332,1073,1496,,Grafikk
NG.K&H.A.10333,1073,1518,,Grafikk
NG.K&H.A.10334,1073,1497,1923,Grafikk
NG.K&H.A.10335,1073,1496,1923,Grafikk
NG.K&H.A.10336,1073,1519,1923,Grafikk
NG.K&H.A.10337,1073,1514,1923,Grafikk
NG.K&H.A.10356,1073,,,Grafikk
NG.K&H.A.10357,1073,,,Grafikk
NG.K&H.A.10358,1073,,,Grafikk
NG.K&H.A.10359,1073,,,Grafikk
NG.K&H.A.10360,1073,,,Grafikk
NG.K&H.A.10368,1655,1750,,Grafikk
NG.K&H.A.10369,1655,1750,,Grafikk
NG.K&H.A.10370,1655,,,Grafikk
NG.K&H.A.10371,1655,1750,,Grafikk
NG.K&H.A.10372,1431,1819,,Grafikk
NG.K&H.A.10373,1630,,,Grafikk
NG.K&H.A.10374,1630,,,Grafikk
NG.K&H.A.10375,1630,,,Grafikk
NG.K&H.A.10376,1630,,,Grafikk
NG.K&H.A.10377,1630,,,Grafikk
NG.K&H.A.10378,1630,,,Grafikk
NG.K&H.A.10379,1630,,,Grafikk
NG.K&H.A.10380,1633,,,Grafikk
NG.K&H.A.10383,1186,,,Grafikk
NG.K&H.A.10384,1186,,,Grafikk
NG.K&H.A.10385,1186,,,Grafikk
NG.K&H.A.10386,1656,,,Grafikk
NG.K&H.A.10387,1657,1765,,Grafikk
NG.K&H.A.10388,1657,,,Grafikk
NG.K&H.A.10389,1657,,,Grafikk
NG.K&H.A.10390,1657,,,Grafikk
NG.K&H.A.10391,1657,,,Grafikk
NG.K&H.A.10392,1657,,,Grafikk
NG.K&H.A.10393,1657,,,Grafikk
NG.K&H.A.10394,1657,1769,,Grafikk
NG.K&H.A.10395,1657,1765,,Grafikk
NG.K&H.A.10396,1657,1786,,Grafikk
NG.K&H.A.10397,1657,1744,,Grafikk
NG.K&H.A.10398,1657,1744,,Grafikk
NG.K&H.A.10399,1657,,,Grafikk
NG.K&H.A.10400,1657,,,Grafikk
NG.K&H.A.10401,1657,1765,,Grafikk
NG.K&H.A.10402,1657,1744,,Grafikk
NG.K&H.A.10403,1657,,,Grafikk
NG.K&H.A.10404,1657,,,Grafikk
NG.K&H.A.10405,1657,,,Grafikk
NG.K&H.A.10406,1657,,,Grafikk
NG.K&H.A.10408,1658,,,Grafikk
NG.K&H.A.10409,1659,,,Grafikk
NG.K&H.A.10410,1660,1774,,Grafikk
NG.K&H.A.10411,1660,,,Grafikk
NG.K&H.A.10412,1660,,,Grafikk
NG.K&H.A.10413,1660,1744,,Grafikk
NG.K&H.A.10414,1660,1774,,Grafikk
NG.K&H.A.10415,1660,,,Grafikk
NG.K&H.A.10435,1661,,,Grafikk
NG.K&H.A.10436,1661,,,Grafikk
NG.K&H.A.10437,1661,,,Grafikk
NG.K&H.A.10438,1661,,,Grafikk
NG.K&H.A.10439,1661,,,Grafikk
NG.K&H.A.10440,1661,,,Grafikk
NG.K&H.A.10441,1661,,,Grafikk
NG.K&H.A.10466,1024,1774,,Grafikk
NG.K&H.A.10469,1024,,,Grafikk
NG.K&H.A.10470,1024,,,Grafikk
NG.K&H.A.10471,1024,,,Grafikk
NG.K&H.A.10472,1662,,,Grafikk
NG.K&H.A.10473,1662,,,Grafikk
NG.K&H.A.10474,1662,,,Grafikk
NG.K&H.A.10475,1662,,,Grafikk
NG.K&H.A.10476,1662,,,Grafikk
NG.K&H.A.10477,1662,,,Grafikk
NG.K&H.A.10478,1662,,,Grafikk
NG.K&H.A.10479,1662,,,Grafikk
NG.K&H.A.10487,1368,,,Grafikk
NG.K&H.A.10488,1368,,,Grafikk
NG.K&H.A.10489,1368,,,Grafikk
NG.K&H.A.10490,1368,,,Grafikk
NG.K&H.A.10491,1368,,,Grafikk
NG.K&H.A.10492,1368,,,Grafikk
NG.K&H.A.10493,1368,,,Grafikk
NG.K&H.A.10494,1368,,,Grafikk
NG.K&H.A.10496,1663,,,Grafikk
NG.K&H.A.10498,1664,,,Grafikk
NG.K&H.A.10512,1665,,,Grafikk
NG.K&H.A.10513,1665,,,Grafikk
NG.K&H.A.10514,1666,,,Grafikk
NG.K&H.A.10515,1666,,,Grafikk
NG.K&H.A.10516,1666,,,Grafikk
NG.K&H.A.10517,1421,,,Grafikk
NG.K&H.A.10518,1624,,,Grafikk
NG.K&H.A.10519,1624,,,Grafikk
NG.K&H.A.10520,1624,,,Grafikk
NG.K&H.A.10521,1624,,,Grafikk
NG.K&H.A.10522,1624,,,Grafikk
NG.K&H.A.10523,1624,,,Grafikk
NG.K&H.A.10524,1624,,,Grafikk
NG.K&H.A.10525,1624,,,Grafikk
NG.K&H.A.10526,1624,,,Grafikk
NG.K&H.A.10527,1624,,,Grafikk
NG.K&H.A.10528,1624,,,Grafikk
NG.K&H.A.10534,1329,,,Grafikk
NG.K&H.A.10535,1329,,,Grafikk
NG.K&H.A.10536,1069,,,Grafikk
NG.K&H.A.10538,1069,,,Grafikk
NG.K&H.A.10539,1069,,,Grafikk
NG.K&H.A.10540,1069,,,Grafikk
NG.K&H.A.10541,1069,,,Grafikk
NG.K&H.A.10542,1069,1544,,Grafikk
NG.K&H.A.10544,1069,,,Grafikk
NG.K&H.A.10545,1069,,,Grafikk
NG.K&H.A.10546,1069,,,Grafikk
NG.K&H.A.10547,1069,,,Grafikk
NG.K&H.A.10548,1069,,,Grafikk
NG.K&H.A.10549,1069,,,Grafikk
NG.K&H.A.10550,1069,,,Grafikk
NG.K&H.A.10551,1069,,,Grafikk
NG.K&H.A.10552,1069,,,Grafikk
NG.K&H.A.10553,1667,,,Grafikk
NG.K&H.A.10554,1667,,,Grafikk
NG.K&H.A.10555,1667,,,Grafikk
NG.K&H.A.10556,1667,,,Grafikk
NG.K&H.A.10557,1667,,,Grafikk
NG.K&H.A.10558,1667,,,Grafikk
NG.K&H.A.10559,1667,,,Grafikk
NG.K&H.A.10560,1667,,,Grafikk
NG.K&H.A.10561,1667,,,Grafikk
NG.K&H.A.10562,1667,1845,,Grafikk
NG.K&H.A.10563,1667,1845,,Grafikk
NG.K&H.A.10564,1667,,,Grafikk
NG.K&H.A.10565,1667,,,Grafikk
NG.K&H.A.10566,1667,1845,,Grafikk
NG.K&H.A.10569,1422,,,Grafikk
NG.K&H.A.10570,1449,,,Grafikk
NG.K&H.A.10577,1668,1795,,Grafikk
NG.K&H.A.10578,1668,1795,,Grafikk
NG.K&H.A.10579,1452,,,Grafikk
NG.K&H.A.10580,1452,,,Grafikk
NG.K&H.A.10581,1452,,,Grafikk
NG.K&H.A.10582,1452,,,Grafikk
NG.K&H.A.10583,1452,,,Grafikk
NG.K&H.A.10584,1452,,,Grafikk
NG.K&H.A.10585,1452,,,Grafikk
NG.K&H.A.10586,1669,,,Grafikk
NG.K&H.A.10587,1069,,,Grafikk
NG.K&H.A.10590,1670,1788,,Grafikk
NG.K&H.A.10591,1670,,,Grafikk
NG.K&H.A.10595,1324,,,Grafikk
NG.K&H.A.10596,1324,1805,,Grafikk
NG.K&H.A.10597,1324,1805,,Grafikk
NG.K&H.A.10598,1324,1785,,Grafikk
NG.K&H.A.10600,1536,,,Grafikk
NG.K&H.A.10601,1118,,,Grafikk
NG.K&H.A.10602,1118,,,Grafikk
NG.K&H.A.10603,1118,,,Grafikk
NG.K&H.A.10604,1118,,,Grafikk
NG.K&H.A.10605,1118,,,Grafikk
NG.K&H.A.10606,1118,,,Grafikk
NG.K&H.A.10615,1343,,,Grafikk
NG.K&H.A.10616,1343,,,Grafikk
NG.K&H.A.10617,1343,,,Grafikk
NG.K&H.A.10618,1343,,,Grafikk
NG.K&H.A.10619,1332,,,Grafikk
NG.K&H.A.10620,1332,,,Grafikk
NG.K&H.A.10621,1332,,,Grafikk
NG.K&H.A.10623,1671,,,Grafikk
NG.K&H.A.10624,1671,,,Grafikk
NG.K&H.A.10625,1671,,,Grafikk
NG.K&H.A.10626,1672,,,Grafikk
NG.K&H.A.10627,1672,,,Grafikk
NG.K&H.A.10628,1672,,,Grafikk
NG.K&H.A.10629,1022,,,Grafikk
NG.K&H.A.10630,1022,,,Grafikk
NG.K&H.A.10631,1022,,,Grafikk
NG.K&H.A.10632,1022,,,Grafikk
NG.K&H.A.10633,1022,,,Grafikk
NG.K&H.A.10634,1114,,,Grafikk
NG.K&H.A.10641,1261,,,Grafikk
NG.K&H.A.10642,1261,,,Grafikk
NG.K&H.A.10650,1673,,,Grafikk
NG.K&H.A.10651,1674,,,Grafikk
NG.K&H.A.10656,1375,,,Grafikk
NG.K&H.A.10657,1675,1846,,Grafikk
NG.K&H.A.10658,1675,1846,,Grafikk
NG.K&H.A.10659,1675,1846,,Grafikk
NG.K&H.A.10660,1675,1846,,Grafikk
NG.K&H.A.10661,1675,1846,,Grafikk
NG.K&H.A.10662,1331,,,Grafikk
NG.K&H.A.10663,1620,1839,,Grafikk
NG.K&H.A.10664,1620,1840,,Grafikk
NG.K&H.A.10665,1634,1787,,Grafikk
NG.K&H.A.10670,1634,,,Grafikk
NG.K&H.A.10673,1379,,,Grafikk
NG.K&H.A.10679,1644,,,Grafikk
NG.K&H.A.10680,1676,,,Grafikk
NG.K&H.A.10681,1448,,,Grafikk
NG.K&H.A.10682,1677,,,Grafikk
NG.K&H.A.10683,1677,,,Grafikk
NG.K&H.A.10686,1112,,,Grafikk
NG.K&H.A.10687,1112,,,Grafikk
NG.K&H.A.10688,1571,,,Grafikk
NG.K&H.A.10689,1678,,,Grafikk
NG.K&H.A.10691,1040,,,Grafikk
NG.K&H.A.10692,1532,,,Grafikk
NG.K&H.A.10694,1335,,,Grafikk
NG.K&H.A.10695,1335,,,Grafikk
NG.K&H.A.10696,1335,,,Grafikk
NG.K&H.A.10697,1539,,,Grafikk
NG.K&H.A.10698,1040,,,Grafikk
NG.K&H.A.10699,1399,,,Grafikk
NG.K&H.A.10700,1014,1652,,Grafikk
NG.K&H.A.10708,1679,,,Grafikk
NG.K&H.A.10709,1680,,,Grafikk
NG.K&H.A.10710,1680,,,Grafikk
NG.K&H.A.10711,1680,,,Grafikk
NG.K&H.A.10712,1680,,,Grafikk
NG.K&H.A.10713,1680,,,Grafikk
